;Total Volume
5;623094.0
6;654996.0
7;759126.0
8;791515.45
9;660019.25
10;673664.68
11;615558.48
12;591001.79
13;598455.99
14;584045.7
15;585989.67
16;649192.58
17;666775.1
18;645080.71
19;772883.21
20;867284.03
21;871230.15
22;837672.89
23;848944.78
24;887639.13
25;1083015.1
26;1023584.42
27;1022130.1
28;1046946.87
29;1090267.81
30;1104682.52
31;1042737.97
32;999265.6
33;1108372.45
34;1159488.49
35;978289.98
36;1108328.51
37;1115442.01
38;818355.5
39;886455.71
40;910903.81
41;914181.01
42;813341.58
43;841019.69
44;864199.16
45;870359.48
46;1122062.47
47;1637554.42
48;979146.85
49;1100953.14
50;1068598.28
51;954821.31
52;819748.75
0;149396.5
1;105304.65
2;144648.75
3;139520.6
4;104278.89
5;85630.24
6;121804.36
7;216738.47
8;93625.03
9;135196.35
10;95246.38
11;98540.22
0;624645.42
1;730449.69
2;695821.13
3;594551.6
4;586240.44
5;538448.01
6;723928.38
7;957792.07
8;559460.44
9;639421.29
10;670766.04
11;713915.8
0;986038.75
1;1113242.82
2;874780.27
3;988572.63
4;836294.71
5;796515.52
6;900558.38
7;1225103.27
8;1152539.42
9;1102213.13
10;799726.89
11;771313.78
0;85839.98
1;119045.04
2;80611.01
3;91070.8
4;113183.43
5;80833.06
6;93106.27
7;128702.15
8;105025.45
9;88727.77
10;111113.11
11;85697.65
0;641462.43
1;602177.43
2;629090.87
3;785188.72
4;527274.99
5;515022.94
6;834304.52
7;725934.21
8;800274.4
9;999783.13
10;533150.49
11;685417.51
0;163592.4
1;166358.32
2;185174.55
3;168190.37
4;151330.38
5;144087.48
6;151057.53
7;188654.47
8;158637.92
9;161887.27
10;159070.65
11;161876.76
0;6687009.44
1;6802084.11
2;6488605.43
3;6295529.61
4;6750361.46
5;6379219.83
6;6718358.1
7;10894677.77
8;6134040.58
9;6610010.64
10;5927016.73
11;5756632.36
0;258547.55
1;396324.57
2;279661.71
3;259060.74
4;249254.23
5;224395.77
6;262133.71
7;411160.94
8;247893.13
9;331324.99
10;251260.54
11;243301.08
0;908202.13
1;841171.24
2;830421.03
3;820728.47
4;794925.31
5;736317.26
6;897178.36
7;1802646.35
8;947968.47
9;951648.11
10;762997.53
11;842141.42
0;277267.97
1;245062.31
2;275804.74
3;265942.15
4;263363.41
5;231729.88
6;305400.41
7;380214.74
8;281913.49
9;321809.3
10;243366.13
11;303592.92
0;264778.18
1;216897.74
2;212107.87
3;207531.29
4;209180.18
5;179193.25
6;218329.7
7;333398.29
8;187523.2
9;214353.02
10;194619.31
11;256757.6
0;1803351.21
1;1362250.25
2;1356159.96
3;1501141.58
4;1616898.5
5;1421970.53
6;1553404.16
7;1885401.44
8;1433095.36
9;1437239.09
10;1333180.68
11;1140210.38
0;950483.37
1;1010953.71
2;788107.23
3;934460.44
4;1018614.31
5;743979.81
6;1056054.41
7;1381528.74
8;773218.13
9;872673.39
10;1003142.47
11;963849.75
0;477637.43
1;428600.2
2;443295.3
3;400047.47
4;464413.57
5;361966.97
6;435384.45
7;880540.45
8;367456.05
9;570161.95
10;369628.1
11;512142.96
0;207028.28
1;175969.31
2;191286.89
3;137419.7
4;208279.53
5;143871.75
6;167604.6
7;408921.57
8;162674.55
9;349565.06
10;132716.65
11;169476.04
0;4245947.2
1;3944850.17
2;3953699.57
3;3654450.88
4;3920643.53
5;3351722.04
6;4104031.93
7;7094764.73
8;3857262.14
9;4824586.17
10;3437563.27
11;4123104.83
0;330371.24
1;299740.63
2;279645.04
3;289090.98
4;281655.48
5;277022.82
6;321368.64
7;395673.05
8;299069.36
9;345436.84
10;277616.71
11;257281.38
0;345963.16
1;308716.16
2;314847.26
3;432095.58
4;289607.63
5;283265.66
6;352731.83
7;427950.71
8;432600.1
9;474554.55
10;289124.31
11;283678.88
0;2120511.03
1;1243926.96
2;1324475.69
3;1501699.41
4;1657524.28
5;1572064.61
6;1870874.72
7;2381742.59
8;1647858.32
9;1584416.56
10;1316347.07
11;1390616.83
0;228837.36
1;209169.31
2;227995.61
3;207466.39
4;196615.34
5;186523.76
6;258008.01
7;335442.41
8;265600.2
9;233732.16
10;188231.39
11;241296.05
0;183489.03
1;234236.46
2;227714.5
3;229905.22
4;194729.14
5;185003.97
6;234557.28
7;365637.29
8;188556.57
9;231285.04
10;182389.99
11;197919.4
0;382746.42
1;311526.49
2;298805.55
3;371269.22
4;352533.59
5;325042.62
6;433809.84
7;512982.73
8;348153.29
9;364155.28
10;322932.06
11;345809.34
0;2843541.07
1;3395262.7
2;3059034.3
3;2667104.06
4;3029956.79
5;2749718.75
6;3323882.38
7;5070580.56
8;2893717.97
9;2653023.23
10;2409159.6
11;2725856.44
0;126662.1
1;126213.08
2;117108.97
3;97173.74
4;99580.43
5;101522.07
6;130566.55
7;169828.77
8;96546.56
9;119167.18
10;121812.81
11;118958.8
0;698961.15
1;828837.57
2;888615.09
3;881388.29
4;647233.53
5;669345.2
6;856022.49
7;1310671.51
8;661212.22
9;825835.92
10;617912.41
11;746903.16
0;3911075.35
1;4558888.55
2;3874143.18
3;3554252.13
4;3349766.24
5;3135330.32
6;3803512.06
7;5286412.87
8;3647362.37
9;4022549.75
10;3537243.04
11;3437632.8
0;306280.52
1;316201.23
2;304701.2
3;243867.72
4;230229.94
5;230083.5
6;303827.76
7;391780.25
8;221273.84
9;273473.62
10;291320.91
11;303963.18
0;305105.53
1;316969.55
2;316463.18
3;332378.96
4;373167.22
5;306966.07
6;289527.53
7;521184.22
8;314915.09
9;310587.46
10;290571.66
11;295941.23
0;1774776.77
1;1564859.63
2;1755052.38
3;1931495.66
4;1615325.14
5;1413687.38
6;2051389.99
7;2959541.38
8;2278728.69
9;2135242.76
10;1294149.71
11;1287480.31
0;5134637.05
1;4621126.31
2;5214137.33
3;5318554.52
4;4525386.69
5;4112725.9
6;5694136.21
7;7508650.27
8;5680957.63
9;6137752.61
10;4073408.38
11;4230002.92
0;483124.53
1;428028.9
2;765746.37
3;458200.4
4;399308.69
5;395298.31
6;617475.89
7;847261.25
8;441977.0
9;577116.22
10;419376.62
11;502851.14
0;429132.5
1;508979.43
2;529200.61
3;533700.98
4;416950.05
5;396568.38
6;516404.7
7;759532.37
8;414781.12
9;482904.74
10;387588.47
11;430765.97
0;503277.65
1;471175.79
2;486492.24
3;443651.36
4;490292.38
5;443312.68
6;611269.34
7;819224.3
8;537883.88
9;527860.09
10;419189.36
11;408203.49
0;1684537.69
1;1299190.92
2;1619549.79
3;1672899.36
4;1224254.4
5;1544983.15
6;1490711.97
7;1998260.47
8;1592137.3
9;1315329.83
10;1354912.98
11;1025312.59
0;132097.87
1;198246.71
2;134625.32
3;120612.82
4;184226.61
5;121002.8
6;116882.18
7;202604.34
8;119606.35
9;183347.37
10;117483.82
11;110929.77
0;2298609.62
1;2346527.89
2;2152113.24
3;2092354.75
4;2115879.93
5;1807033.26
6;2198997.16
7;3316494.76
8;2533937.56
9;2208596.12
10;2033823.81
11;2103531.72
0;658169.39
1;759157.5
2;676307.43
3;592281.81
4;772848.65
5;636925.69
6;507333.47
7;1051039.26
8;486679.98
9;608159.45
10;747864.18
11;567488.01
0;362959.17
1;552900.21
2;384595.79
3;330201.25
4;343583.53
5;302077.06
6;367903.88
7;525075.42
8;322348.72
9;407825.0
10;360772.32
11;317209.9
0;316217.11
1;365038.23
2;345645.83
3;289118.6
4;277107.48
5;237767.01
6;292742.42
7;469093.71
8;267305.91
9;322272.97
10;311185.65
11;300234.79
0;218058.0
1;209053.83
2;228663.46
3;178885.9
4;174394.57
5;155902.21
6;207658.32
7;287728.25
8;159289.18
9;176001.32
10;189671.57
11;203482.84
0;570446.95
1;517463.38
2;546435.55
3;559943.98
4;589559.59
5;530247.15
6;554598.15
7;862337.1
8;468915.38
9;591211.37
10;504269.23
11;465108.34
0;488321.93
1;643491.07
2;512155.1
3;459124.87
4;538360.91
5;447962.28
6;558926.47
7;858101.65
8;566134.81
9;460708.82
10;439652.12
11;464720.86
0;1203274.11
1;777300.99
2;904333.98
3;1051308.5
4;984000.13
5;1149074.92
6;823086.86
7;1706251.05
8;821352.05
9;1301932.95
10;1117376.99
11;818086.25
0;524265.69
1;685505.57
2;514742.18
3;456320.3
4;636462.47
5;468075.23
6;468936.03
7;909127.6
8;548587.07
9;600669.78
10;709903.13
11;474305.15
0;450658.34
1;542846.79
2;482065.76
3;457398.25
4;405689.01
5;396970.44
6;452805.55
7;678235.27
8;435490.6
9;506254.11
10;423919.68
11;402919.29
0;9010588.32
1;6579144.13
2;6621293.03
3;7399716.74
4;7648478.57
5;7057862.0
6;8043965.41
7;10323174.59
8;7110840.99
9;7128446.75
10;6514441.7
11;6148732.19
0;4454904.4
1;5278752.32
2;5239198.71
3;5054856.62
4;4302561.08
5;4082887.98
6;5141310.45
7;7516415.07
8;4199974.24
9;4954059.33
10;4198992.14
11;4544750.92
0;99982.71
1;98328.71
2;82487.75
3;94804.19
4;97120.83
5;79223.81
6;95011.27
7;141362.77
8;88197.75
9;105005.26
10;102537.95
11;85027.89
0;165209.29
1;191261.08
2;249444.49
3;172050.58
4;188826.97
5;172847.28
6;174606.68
7;322673.64
8;208484.39
9;257250.2
10;171192.49
11;171869.94
0;93961.48
1;71732.63
2;90823.29
3;89700.27
4;68888.16
5;65757.32
6;78222.88
7;113023.35
8;73320.15
9;84994.86
10;79367.52
11;68938.02
0;469300.74
1;574380.46
2;580771.43
3;597351.68
4;484876.62
5;442206.63
6;569543.02
7;853642.9
8;461179.38
9;577173.29
10;446629.55
11;484007.91
0;43409835.75
1;41386314.12
2;40449603.12
3;40741214.05
4;40021528.76
5;36709887.49
6;43167806.09
7;62505646.52
8;40171640.84
9;42939821.55
10;37299945.22
11;36703156.72
0;7667064.46
1;7254940.65
2;6906412.5
3;7371498.76
4;7408451.31
5;6783106.02
6;7463494.79
7;10565056.41
8;7007265.31
9;7053820.12
10;7577456.14
11;6358768.95
0;965185.06
1;855251.17
2;897607.12
3;935934.1
4;895671.55
5;896808.98
6;1071952.06
7;1272039.8
8;957086.16
9;1020913.2
10;950954.6
11;880266.52
0;989.55
1;1163.03
2;995.96
3;1158.42
4;831.69
5;858.83
6;1208.54
7;1332.27
8;1021.68
9;1161.9
10;969.29
11;1170.01
12;1145.88
13;814.13
14;774.2
15;902.5
16;1168.86
17;1239.16
18;1275.64
19;1467.23
20;1421.47
21;1223.94
22;1449.04
23;1076.23
24;1175.34
25;1573.19
26;1200.61
27;1053.73
28;1542.45
29;1547.03
30;1752.14
31;1628.65
32;1881.08
33;2117.48
34;1798.99
35;929.61
36;1516.24
37;1634.59
38;1526.1
39;1082.44
40;1375.02
41;1473.56
42;1626.32
43;1663.35
44;1152.33
45;1182.3
46;1770.87
47;1228.51
48;1115.89
49;1118.47
50;1182.56
51;1373.95
0;3195.0
1;3973.64
2;3610.91
3;4400.25
4;5205.88
5;4015.99
6;3888.18
7;5317.73
8;5445.08
9;5476.77
10;5657.95
11;7279.83
12;7423.5
13;5392.63
14;5705.15
15;5891.89
16;6736.29
17;9298.19
18;10342.09
19;6627.48
20;5579.38
21;5792.88
22;7888.45
23;7641.69
24;5946.34
25;5744.26
26;6313.67
27;5003.46
28;4484.76
29;4096.05
30;4803.11
31;5464.3
32;5157.67
33;5067.95
34;3976.19
35;4447.09
36;6705.06
37;6687.31
38;5558.81
39;5076.62
40;6483.98
41;13985.95
42;16026.95
43;16227.56
44;10969.92
45;7783.29
46;13288.3
47;7665.7
48;3047.38
49;4294.01
50;3743.82
51;3846.69
0;14201.42
1;9296.03
2;12403.85
3;9717.55
4;10961.82
5;9576.59
6;6884.09
7;7159.03
8;9421.09
9;11223.38
10;10215.96
11;9453.04
12;8857.68
13;7552.49
14;11150.19
15;11772.43
16;14379.6
17;12626.2
18;11555.75
19;10280.59
20;13132.64
21;11937.63
22;8502.95
23;8669.79
24;8904.2
25;12480.84
26;11718.49
27;10939.94
28;13924.11
29;13808.71
30;12640.64
31;17042.46
32;22470.42
33;14499.46
34;16396.29
35;13466.97
36;15852.99
37;15999.82
38;14551.96
39;15847.83
40;16507.0
41;11586.41
42;19053.84
43;15923.18
44;23920.36
45;16335.15
46;14898.15
47;27929.74
48;15387.74
49;14057.45
50;26008.88
51;19137.28
0;2272.26
1;1807.57
2;4054.49
3;1286.83
4;1047.42
5;1000.86
6;881.14
7;1059.69
8;2767.88
9;1106.41
10;1169.26
11;1396.94
12;1802.83
13;1137.03
14;956.97
15;996.79
16;908.95
17;3103.71
18;937.64
19;2649.76
20;1656.67
21;1196.53
22;1555.89
23;3103.11
24;1454.28
25;1594.45
26;2550.15
27;1921.75
28;1402.21
29;1381.67
30;2693.46
31;1274.53
32;1178.2
33;1404.65
34;1403.79
35;2154.49
36;1453.59
37;3807.38
38;1701.31
39;3933.04
40;3570.83
41;1777.09
42;4314.45
43;1396.48
44;1081.18
45;1308.88
46;3870.67
47;1780.76
48;1174.53
49;2973.94
50;2378.68
51;1505.12
0;7986.08
1;7939.48
2;8563.97
3;8286.37
4;6869.81
5;7668.48
6;8779.47
7;7507.69
8;7166.04
9;8471.24
10;6986.04
11;7698.58
12;8186.26
13;2023.36
14;2623.42
15;3283.74
16;3343.86
17;2633.6
18;3080.47
19;2694.61
20;2955.27
21;3357.29
22;3367.46
23;3388.25
24;2763.5
25;3135.77
26;3045.1
27;2662.63
28;2943.18
29;3641.0
30;4235.93
31;3507.89
32;4366.74
33;3428.91
34;4123.17
35;3517.6
36;2696.21
37;3619.27
38;3202.71
39;2121.96
40;2763.26
41;1965.57
42;2566.9
43;3024.12
44;3325.89
45;2271.95
46;3098.29
47;2943.85
48;1948.28
49;2209.34
50;2217.82
51;2192.13
0;5043.15
1;5314.55
2;4317.94
3;2544.92
4;2261.52
5;2626.33
6;1852.24
7;4031.98
8;2738.24
9;3021.45
10;3334.38
11;4176.1
12;3447.03
13;1477.67
14;3291.61
15;4265.98
16;5283.38
17;1771.59
18;3681.62
19;716.29
20;2743.42
21;3348.4
22;3413.88
23;1728.99
24;614.3
25;1439.39
26;3567.3
27;1187.71
28;3436.93
29;4777.04
30;5018.44
31;5016.96
32;5111.52
33;2161.08
34;3647.7
35;2560.97
36;2731.48
37;3473.94
38;2585.22
39;1642.66
40;530.96
41;712.4
42;2163.15
43;3520.47
44;5821.39
45;1269.74
46;3414.8
47;2808.55
48;1480.91
49;1426.87
50;2078.49
51;379.82
0;98576.63
1;99793.55
2;98605.4
3;91211.53
4;83415.54
5;89062.36
6;97265.23
7;101320.15
8;104331.19
9;103918.03
10;73799.28
11;70004.38
12;81751.48
13;80734.58
14;94267.54
15;95230.68
16;88963.61
17;90125.42
18;107431.24
19;90240.43
20;86211.24
21;89435.6
22;98449.84
23;103081.23
24;115063.87
25;135522.65
26;116913.79
27;116908.54
28;116322.44
29;114406.15
30;119999.12
31;135543.89
32;133759.31
33;160570.28
34;119059.56
35;128166.45
36;123851.34
37;119549.28
38;120814.24
39;111423.89
40;112284.57
41;94419.17
42;108346.9
43;250298.58
44;136421.88
45;116499.36
46;132790.41
47;196031.9
48;121698.02
49;195207.6
50;158110.68
51;142349.77
0;2948.39
1;2940.47
2;2720.17
3;2487.94
4;2617.44
5;2798.21
6;3002.61
7;3103.1
8;3507.63
9;3851.01
10;3681.19
11;3614.95
12;3480.18
13;2965.81
14;4103.72
15;3992.43
16;4259.63
17;4203.2
18;4602.39
19;4279.91
20;4920.3
21;3977.77
22;3206.72
23;3885.45
24;3962.07
25;3669.96
26;3823.73
27;3425.95
28;4040.75
29;4369.42
30;4092.07
31;4774.56
32;11088.2
33;4245.72
34;4635.16
35;3471.08
36;4163.99
37;3870.58
38;3643.37
39;3493.98
40;4289.1
41;3890.97
42;4143.11
43;3545.33
44;3180.29
45;3125.59
46;4011.02
47;3557.34
48;2694.11
49;2697.81
50;2390.22
51;2965.62
0;20995.37
1;22452.3
2;24059.71
3;27081.13
4;22168.32
5;24095.66
6;25759.36
7;26247.16
8;24450.48
9;22648.93
10;19818.98
11;19520.71
12;20398.64
13;24311.76
14;26935.23
15;27327.18
16;28269.21
17;30663.55
18;31623.52
19;29458.3
20;28253.94
21;27490.93
22;26098.32
23;19677.2
24;18945.72
25;19704.96
26;18877.36
27;16136.49
28;18374.82
29;19636.24
30;18625.81
31;20871.17
32;24727.46
33;27146.38
34;27210.49
35;31932.1
36;27489.48
37;88346.47
38;21064.17
39;15545.06
40;16076.52
41;15001.33
42;16545.05
43;11842.47
44;10235.09
45;10575.65
46;9910.84
47;14391.05
48;10951.51
49;12499.87
50;12915.74
51;17723.17
0;7088.36
1;7113.17
2;8699.18
3;8656.18
4;7189.95
5;8662.14
6;8896.59
7;10407.9
8;9499.24
9;10526.95
10;12023.56
11;9860.75
12;10231.74
13;10508.73
14;12915.37
15;14448.15
16;15010.83
17;14000.96
18;14963.77
19;15095.2
20;14774.26
21;15286.4
22;15050.08
23;14741.72
24;14507.57
25;15077.62
26;12523.04
27;13791.64
28;15445.59
29;12893.69
30;14240.44
31;14589.17
32;16389.19
33;15989.61
34;14145.51
35;16289.6
36;15386.2
37;13607.83
38;16010.39
39;13809.65
40;13781.05
41;12310.3
42;13070.44
43;10963.48
44;11254.29
45;10742.08
46;10351.99
47;10707.5
48;10191.82
49;10051.4
50;11313.77
51;8764.33
0;2970.79
1;2002.61
2;2253.92
3;3535.8
4;3305.78
5;3636.86
6;3595.02
7;4144.82
8;3834.42
9;4010.32
10;4135.76
11;4403.09
12;3592.22
13;2404.66
14;2435.16
15;3900.18
16;5450.41
17;5070.79
18;4806.35
19;3554.43
20;3184.94
21;2749.93
22;4288.7
23;4349.0
24;6269.43
25;5903.4
26;4816.89
27;5347.37
28;4520.37
29;6028.43
30;5950.91
31;5360.41
32;4754.7
33;29694.82
34;28020.38
35;4883.55
36;4844.5
37;4628.41
38;5289.64
39;3464.77
40;2294.07
41;3385.11
42;4518.71
43;4054.67
44;3933.81
45;4283.56
46;3483.64
47;4215.96
48;4847.86
49;4027.45
50;4193.17
51;3930.94
0;10860.07
1;11128.3
2;12224.14
3;10458.62
4;9412.9
5;10812.09
6;11640.14
7;11147.93
8;12250.82
9;13258.61
10;11010.45
11;10647.39
12;10751.69
13;12224.81
14;12513.98
15;12704.71
16;12941.48
17;14317.26
18;17429.71
19;13268.55
20;16702.43
21;12992.93
22;12801.03
23;11881.44
24;11076.72
25;13234.04
26;11792.51
27;9936.12
28;9881.65
29;9019.0
30;9882.68
31;12809.78
32;11092.7
33;10242.6
34;6568.67
35;9855.14
36;12054.84
37;11119.47
38;11720.06
39;9162.06
40;13176.92
41;11922.76
42;8557.95
43;17267.84
44;15485.45
45;10958.57
46;10315.32
47;12276.58
48;11247.71
49;12634.71
50;12126.63
51;9895.96
0;23728.62
1;27173.38
2;24285.79
3;41324.9
4;56722.58
5;23094.34
6;23789.01
7;55351.03
8;29803.99
9;30032.31
10;25827.35
11;24738.5
12;28692.21
13;32925.13
14;25808.98
15;26282.03
16;27271.95
17;25122.55
18;37948.74
19;32252.93
20;34888.66
21;31424.93
22;28284.23
23;25375.78
24;27100.8
25;33660.46
26;30625.69
27;31954.94
28;33994.64
29;30890.93
30;33855.74
31;36082.44
32;45514.57
33;46949.06
34;139212.26
35;125507.76
36;23563.42
37;23701.5
38;34432.77
39;29105.69
40;29621.9
41;68533.2
42;70858.71
43;36086.54
44;24794.39
45;19660.58
46;22798.51
47;27527.63
48;22502.5
49;42234.91
50;30682.77
51;22480.07
0;6834.42
1;4973.92
2;5677.68
3;7059.51
4;5837.79
5;6871.97
6;6564.71
7;6908.14
8;8109.3
9;7895.81
10;7791.34
11;7509.74
12;7271.25
13;7891.05
14;7310.16
15;8304.32
16;10957.17
17;11583.26
18;13232.79
19;10631.12
20;5912.34
21;7273.85
22;12186.97
23;11938.2
24;14131.07
25;10676.71
26;8432.66
27;9992.2
28;10756.77
29;12366.2
30;9908.64
31;7900.21
32;6214.56
33;16805.16
34;10694.75
35;8147.68
36;8122.45
37;7736.69
38;8978.08
39;6650.29
40;5649.34
41;9162.43
42;8433.78
43;7174.35
44;7176.69
45;7038.51
46;6499.18
47;8707.92
48;8703.74
49;7656.72
50;6926.75
51;7446.43
0;2010.73
1;1991.44
2;2093.11
3;1643.19
4;1497.39
5;1602.88
6;1663.16
7;1629.69
8;1640.89
9;1980.42
10;2146.0
11;1653.86
12;1708.12
13;2137.67
14;1837.03
15;1932.15
16;2320.11
17;2584.14
18;4417.82
19;2787.28
20;2882.04
21;2807.04
22;1070.6
23;1028.63
24;1328.38
25;1296.65
26;1206.53
27;1235.29
28;1571.89
29;1083.03
30;1082.52
31;1417.63
32;1338.84
33;4550.92
34;1377.24
35;1369.82
36;1377.1
37;823.5
38;934.95
39;1005.21
40;683.76
41;1329.82
42;1175.95
43;849.44
44;950.14
45;787.72
46;1083.77
47;769.05
48;711.52
49;706.15
50;761.86
51;1012.61
0;66775.85
1;62669.16
2;65341.66
3;71502.74
4;59169.17
5;67773.07
6;72434.15
7;77222.36
8;75586.78
9;77066.63
10;75238.38
11;69918.93
12;70410.49
13;70809.98
14;75306.07
15;83530.33
16;95931.87
17;96236.54
18;107306.08
19;92086.0
20;84089.07
21;82380.97
22;87348.95
23;81489.76
24;88179.72
25;86288.07
26;71801.27
27;72563.98
28;80790.46
29;81945.35
30;79819.77
31;79844.57
32;82513.95
33;171746.76
34;143144.15
35;92616.45
36;85825.52
37;149583.28
38;81495.39
39;64282.45
40;56818.47
41;65534.87
42;74152.81
43;61260.09
44;56569.37
45;58236.29
46;58545.6
47;63248.58
48;59906.52
49;57646.9
50;58061.65
51;61615.1
0;5828.38
1;2787.93
2;4330.23
3;4854.67
4;3109.42
5;2236.04
6;1200.0
7;1162.68
8;971.81
9;1446.07
10;3139.5
11;2449.56
12;1188.82
13;1140.95
14;1558.39
15;2056.82
16;3559.45
17;2421.86
18;2826.08
19;1721.57
20;3079.23
21;2728.36
22;1397.24
23;3151.22
24;1267.44
25;1841.62
26;3388.83
27;3072.73
28;3495.22
29;3485.54
30;3046.57
31;4440.45
32;3850.2
33;4998.64
34;3547.22
35;3339.18
36;2901.35
37;4127.83
38;3315.89
39;3705.26
40;1169.94
41;2403.77
42;6095.01
43;3063.7
44;3400.24
45;4701.71
46;3408.2
47;3796.16
48;2171.91
49;1355.5
50;3882.88
51;2896.72
0;5526.5
1;3998.59
2;6923.91
3;2739.09
4;1632.72
5;2318.13
6;2428.95
7;2878.54
8;4177.83
9;3885.53
10;2420.25
11;2819.11
12;2855.32
13;4559.35
14;2700.77
15;2868.18
16;4058.62
17;2641.01
18;2928.46
19;3753.16
20;5078.46
21;2676.3
22;2606.3
23;2960.69
24;2843.66
25;4295.54
26;2790.4
27;3776.07
28;3551.66
29;3478.25
30;3193.41
31;3550.25
32;3485.39
33;4484.97
34;6372.85
35;2843.96
36;3253.43
37;3828.42
38;2789.49
39;2220.8
40;2848.49
41;2727.38
42;3286.02
43;3050.04
44;4834.37
45;2753.92
46;5223.36
47;6084.48
48;1920.19
49;2552.09
50;3463.61
51;4801.1
0;10598.3
1;9253.24
2;11494.89
3;8216.98
4;7442.68
5;8158.36
6;9857.51
7;10027.49
8;9377.04
9;11445.39
10;10652.02
11;10674.23
12;10800.6
13;12416.96
14;11781.86
15;13561.23
16;9622.66
17;14045.27
18;10518.1
19;9699.79
20;14996.12
21;9952.84
22;13059.01
23;10487.18
24;11741.87
25;12717.2
26;10531.95
27;11429.63
28;10464.45
29;10773.86
30;9890.95
31;12358.51
32;11026.61
33;10725.46
34;8532.45
35;12066.11
36;13856.85
37;12380.68
38;11676.65
39;9207.99
40;11997.73
41;12371.76
42;9212.46
43;11760.53
44;10792.32
45;10569.83
46;9077.59
47;12285.76
48;11398.91
49;9979.64
50;7561.0
51;8938.32
0;1726.25
1;1601.29
2;2068.47
3;2106.77
4;1156.05
5;1767.58
6;1895.06
7;1710.38
8;1906.4
9;2147.79
10;2390.65
11;2030.12
12;2167.25
13;1713.63
14;1959.56
15;2512.58
16;2794.65
17;2883.1
18;2858.31
19;2309.83
20;2318.61
21;2024.18
22;2998.88
23;3286.32
24;3105.97
25;2935.57
26;1529.5
27;1591.6
28;2144.0
29;2005.12
30;2305.49
31;2362.64
32;2363.41
33;4169.57
34;2258.1
35;1798.92
36;2011.47
37;1912.15
38;2029.52
39;1169.48
40;964.25
41;1313.43
42;2205.12
43;1625.01
44;1563.5
45;1601.74
46;2086.14
47;1565.24
48;1221.24
49;1083.8
50;1410.31
51;1780.6
0;1754.98
1;1742.99
2;1478.7
3;2080.56
4;1303.04
5;1640.06
6;1954.57
7;1746.27
8;2109.04
9;2089.47
10;2167.37
11;2605.97
12;1808.46
13;1592.71
14;1557.89
15;1722.33
16;2016.06
17;2451.63
18;3056.14
19;3621.53
20;2058.04
21;1979.87
22;2841.57
23;3597.52
24;3753.82
25;1787.44
26;1774.27
27;1989.25
28;2208.88
29;4115.46
30;2053.94
31;2450.71
32;2470.94
33;2281.85
34;2078.99
35;2003.04
36;2076.77
37;1890.99
38;1885.9
39;2214.84
40;2186.64
41;1891.49
42;2221.57
43;2076.28
44;1863.24
45;1758.64
46;2242.67
47;1591.75
48;1140.32
49;1403.1
50;1248.89
51;1381.31
0;4595.5
1;4921.37
2;5606.22
3;4459.56
4;3996.06
5;4731.93
6;4981.33
7;5599.48
8;5003.8
9;4222.62
10;4420.01
11;4355.33
12;4655.07
13;5756.8
14;3413.65
15;3783.2
16;6723.56
17;8160.56
18;8676.7
19;8549.47
20;7773.81
21;9065.72
22;6775.02
23;5058.93
24;4999.62
25;10492.77
26;11098.01
27;11225.55
28;10351.7
29;10804.37
30;11467.23
31;12299.69
32;12470.02
33;10511.94
34;10168.54
35;12433.98
36;10527.86
37;8894.91
38;9356.12
39;9469.98
40;9021.37
41;4860.39
42;5910.67
43;7867.61
44;7179.44
45;6259.44
46;7138.01
47;7634.17
48;5758.68
49;6032.31
50;6144.55
51;6329.83
0;52474.67
1;53170.36
2;51913.12
3;43059.51
4;42934.45
5;45689.27
6;49201.89
7;48697.16
8;52815.97
9;48799.38
10;33737.71
11;28062.63
12;34443.27
13;38333.16
14;43450.79
15;45533.58
16;40540.88
17;40655.43
18;50234.03
19;39542.9
20;35630.99
21;40544.17
22;43803.78
23;41636.8
24;39171.61
25;56929.52
26;48421.15
27;45352.7
28;42369.24
29;44034.76
30;44605.56
31;49071.35
32;43907.34
33;42131.8
34;43115.31
35;44090.53
36;44688.56
37;43407.79
38;44984.85
39;35121.94
40;41439.59
41;32656.06
42;42280.47
43;60244.59
44;44972.88
45;41524.22
46;46991.12
47;50107.32
48;38078.07
49;43649.12
50;60232.63
51;54495.54
0;862.59
1;924.46
2;1111.9
3;1391.25
4;1491.28
5;1202.46
6;1155.99
7;1272.64
8;1156.12
9;1779.45
10;1696.6
11;1243.4
12;1155.28
13;1602.79
14;1974.52
15;1858.03
16;2450.75
17;2648.03
18;2726.65
19;2495.29
20;3003.82
21;2477.04
22;2995.57
23;2680.01
24;2290.3
25;2117.32
26;1744.67
27;2344.24
28;2093.17
29;2299.74
30;2103.36
31;2285.46
32;2132.11
33;3355.53
34;2038.99
35;1764.81
36;1687.21
37;1294.45
38;1517.39
39;1219.02
40;1030.98
41;1664.74
42;1541.79
43;1510.75
44;1347.62
45;1201.07
46;1438.14
47;1336.46
48;1201.46
49;1106.86
50;1435.48
51;1395.75
0;1155.71
1;1563.02
2;1366.32
3;1054.07
4;1203.52
5;657.96
6;2707.87
7;84.56
8;1955.27
9;1484.89
10;901.53
11;1780.24
12;1584.01
13;821.99
14;1843.74
15;1005.8
16;1962.43
17;1358.02
18;1059.21
19;1164.87
20;1359.19
21;1015.04
22;571.4
23;792.97
24;1751.57
25;1766.19
26;1627.96
27;1415.1
28;2017.29
29;2094.36
30;2578.53
